upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score,sale_price,price_per_m2
3/05/05/01/2185,Nyarugenge,SectorB,Residential,C2,1392,2.600125535993369,90.86827000581566,1.9428991485052856,0.8743779216388505,121245488.7620975,87101.64422564475
3/04/05/01/4684,Nyarugenge,SectorA,Commercial,C1,1116,10.459024902283376,13.375202875866547,1.1656979707258808,0.7777431642939383,128159292.70458873,114838.0759001691
3/00/05/01/3220,Gasabo,SectorA,Commercial,C1,641,12.48201695132618,271.6003429830231,1.4764480348401037,0.2838110861448951,55112018.755791955,85978.18838657091
3/09/05/01/1069,Gasabo,SectorD,Commercial,A1,266,12.730225781671079,265.42060138981657,13.830732031906608,0.2836223103005554,22616746.373558197,85025.36230660976
3/05/05/01/4515,Gasabo,SectorB,Agricultural,C2,1173,9.736235082199796,240.880413144615,9.653824145128274,0.3336107336791362,45721979.319572,38978.669496651324
3/03/05/01/0143,Kicukiro,SectorC,Commercial,R1,1382,6.105761492402282,170.39977223103662,7.215928257661297,0.9079986852186248,133638088.75869133,96699.0512002108
3/03/05/01/1133,Nyarugenge,SectorD,Residential,R3,273,3.67472616192156,135.02270831518877,8.77135212505957,0.8529822814902401,23458435.353132542,85928.33462685913
3/06/05/01/1706,Musanze,SectorB,Residential,C1,471,13.051970392608283,227.1979644279688,8.301000402501224,0.489834398653189,19117974.205742642,40590.178780769944
3/02/05/01/4532,Rubavu,SectorB,Mixed-use,R2,348,4.934663613383462,8.025269066558304,13.75415838254264,0.7488767932667832,18539190.840094924,53273.536896824495
3/01/05/01/2751,Rubavu,SectorC,Commercial,R1,460,12.15789673570701,240.52686395588233,11.631217724496354,0.6198668110411014,27247604.89024345,59233.92367444228
3/06/05/01/4856,Kicukiro,SectorD,Residential,R1,953,6.125791953374232,85.79494619716647,2.9747123834053464,0.3589553388890762,61222319.635468185,64241.67852619956
3/04/05/01/1754,Rubavu,SectorC,Commercial,R3,1132,3.2076414090240624,157.32024655730635,11.892668007556829,0.5461139844832288,67550428.70346433,59673.5235896328
3/05/05/01/2085,Nyarugenge,SectorC,Agricultural,R1,1244,4.504683892285423,38.72501118351168,13.256377925077329,0.3594724274100581,58268862.62537594,46839.92172457873
3/00/05/01/3270,Kicukiro,SectorB,Residential,C2,1289,14.569769420879368,286.9313698810672,6.1864423501913794,0.8564978034265229,88568367.73014008,68710.91367737787
3/00/05/01/1880,Musanze,SectorD,Agricultural,R1,449,8.91701023897702,209.74949208250726,11.515650773362642,0.916457183266461,11883673.056311024,26466.977853699387
3/09/05/01/2139,Nyarugenge,SectorD,Mixed-use,C2,795,12.735561121434339,281.260652078756,4.761242005745778,0.32440989126322944,70046917.96937093,88109.33077908293
3/00/05/01/1530,Rubavu,SectorC,Agricultural,R2,869,10.499439750220906,7.971730288003279,7.215281697006927,0.5315583480283836,22955157.700823404,26415.601496919913
3/08/05/01/1958,Gasabo,SectorB,Agricultural,C1,359,11.11818189262478,289.3662604895447,13.960668334988153,0.8097860496353544,15282858.223760985,42570.63572078269
3/04/05/01/0904,Gasabo,SectorC,Commercial,R3,1051,10.832549711875895,256.33092979897333,5.349133693115792,0.40911785324831595,92943282.34617718,88433.18967286125
3/05/05/01/2075,Huye,SectorB,Mixed-use,R1,1026,2.968481257071375,25.99715566478465,8.365571428600068,0.4322379864352275,44651473.315301515,43519.95449834456
3/04/05/01/2564,Gasabo,SectorC,Agricultural,C2,234,14.639811367391244,249.4517234389672,1.9739111557726523,0.9374382052028072,10161739.927439986,43426.23900615379
3/00/05/01/4060,Kicukiro,SectorB,Mixed-use,C1,1417,12.108061423549174,114.66196516587303,11.851152253024594,0.5549957402818846,107620304.17204848,75949.40308542589
3/09/05/01/2569,Kicukiro,SectorA,Commercial,R3,1068,4.585498846446384,70.62161948916018,2.998562185872589,0.7896992582507174,100638253.82669649,94230.57474409783
3/07/05/01/2117,Musanze,SectorD,Residential,A1,1454,6.605329518092242,53.12072918079849,12.181525923258317,0.3805846147704463,58055575.951966755,39928.18153505279
3/08/05/01/4868,Nyarugenge,SectorA,Agricultural,C1,1491,10.397510141400293,132.3591682883042,0.865385629379129,0.6865328908027837,73936908.51338059,49588.805173293484
3/04/05/01/4154,Gasabo,SectorB,Agricultural,C1,618,5.625186625763411,84.56692920829322,8.232698329691228,0.48812455164461793,24844932.595316935,40202.15630310184
3/01/05/01/3881,Huye,SectorC,Commercial,R2,544,3.8903686705978844,49.10347809616736,7.637898711868921,0.9424420192550349,30811945.344412934,56639.60541252378
3/02/05/01/0362,Rubavu,SectorB,Agricultural,A1,1211,5.244716832454644,90.54118508836466,8.44933396430722,0.29596295441911197,30570254.12022443,25243.81017359573
3/05/05/01/1605,Rubavu,SectorD,Agricultural,C1,469,7.577319880360615,170.48216735165812,2.1390008074453566,0.6453749005865324,12788004.24023526,27266.53356126921
3/04/05/01/0854,Gasabo,SectorA,Commercial,C2,425,9.167967012017275,141.47003946080864,12.274507641590727,0.746661090102184,40284916.27864443,94788.03830269277
3/03/05/01/0803,Kicukiro,SectorD,Residential,R2,265,10.479739688755895,206.387989976514,9.431010225899893,0.4128810948298469,16941064.65791104,63928.54587890959
3/05/05/01/0335,Gasabo,SectorA,Mixed-use,C1,1425,10.041513408010779,192.88618364914925,5.109062498719375,0.25736951107812084,104343318.57614914,73223.38145694676
3/04/05/01/2784,Kicukiro,SectorC,Agricultural,C1,369,2.646520884864157,182.06649620384636,6.146203302860775,0.9224421322021816,15894447.130226538,43074.382466738585
3/04/05/01/0074,Rubavu,SectorC,Residential,C2,876,11.599136828594382,116.465912036357,3.616272484944478,0.36403626280521995,37061640.78835022,42307.80911912125
3/06/05/01/0726,Kicukiro,SectorB,Commercial,C2,814,14.178681499016623,204.60208389798942,5.451058979991405,0.9505449380197779,77349493.89546758,95023.9482745302
3/07/05/01/2007,Nyarugenge,SectorB,Agricultural,R3,811,10.995189117574556,15.854148667679457,5.668284611590859,0.8476650418170288,41460371.0168184,51122.528997309986
3/07/05/01/4627,Gasabo,SectorD,Agricultural,A1,313,14.763611466585793,142.23803472454622,11.051506411013925,0.88537637587638,13446999.151621077,42961.65863137724
3/02/05/01/4522,Nyarugenge,SectorC,Residential,C1,609,6.452089530698355,113.83019518462248,10.080375331798479,0.2722022093465739,46599476.55287092,76518.02389633977
3/08/05/01/0678,Nyarugenge,SectorB,Residential,C1,820,12.940969373964139,39.16780925985431,10.589343548700107,0.6029508874625911,66773591.58035966,81431.20924434105
3/02/05/01/4932,Musanze,SectorD,Residential,R3,1083,12.98639826231755,232.12257473844048,8.857373007351715,0.9348761048807257,47513835.1784102,43872.42398745171
3/00/05/01/1340,Musanze,SectorA,Commercial,A1,947,1.1496878615890198,134.567100724903,12.648930642326464,0.5916700769944379,53763467.242802106,56772.4046914489
3/04/05/01/2314,Musanze,SectorC,Agricultural,R3,1032,4.008550070039245,39.35651092303147,13.19650406864348,0.5522503806015245,25879043.223530307,25076.5922708627
3/03/05/01/4443,Musanze,SectorA,Agricultural,A1,1476,14.61112118015088,289.68913042429057,5.749062602743307,0.9633136568687239,39417592.75817695,26705.68615052639
3/00/05/01/1280,Rubavu,SectorD,Commercial,A1,611,8.731111922433852,199.98727709165436,4.843516028668516,0.5850191614620841,36951729.5580878,60477.4624518622
3/04/05/01/3864,Gasabo,SectorC,Commercial,A1,592,11.829930837300816,153.61789009712692,9.59188629209992,0.7117931725762536,55342883.67297911,93484.6007989512
3/09/05/01/1279,Huye,SectorC,Commercial,R3,1057,10.937265985813207,285.4246438574018,3.669244110783991,0.7969047825909139,57011602.804689385,53937.18335353774
3/05/05/01/4325,Musanze,SectorC,Mixed-use,C2,1286,12.978912738729699,85.08892641205397,6.132459247732184,0.7808114834519233,63311320.9582942,49231.19825683841
3/00/05/01/4510,Rubavu,SectorC,Residential,C1,1174,4.378441273362589,297.78592968434145,0.31033024263134035,0.3736003841884329,50309040.487829484,42852.67503222273
3/02/05/01/4892,Huye,SectorB,Residential,C1,209,3.622409785006915,129.9308517069137,12.717626961796547,0.8707135457388215,8599851.885127606,41147.6166752517
3/07/05/01/4157,Huye,SectorD,Residential,R3,1390,5.024795083995214,186.3145544719363,2.7777515715171552,0.9270512345810513,57731933.781620495,41533.76531051834
3/08/05/01/4468,Gasabo,SectorA,Residential,R2,923,2.818837801166027,294.8148045743948,0.1561647991877374,0.2409578753509056,59142842.79746265,64076.7527599812
3/02/05/01/2692,Nyarugenge,SectorC,Residential,A1,1193,3.3830048883480677,11.555088658381816,5.054746836618759,0.8922966412008464,104138391.35353178,87291.19141117501
3/06/05/01/4546,Huye,SectorC,Commercial,R2,771,3.996562204212653,12.575677838415256,3.266080795266171,0.5834280837598662,40867597.542803735,53005.96309053662
3/07/05/01/0187,Rubavu,SectorA,Mixed-use,R2,1156,12.84743408826669,190.4856213707538,11.03025447998629,0.8141791104534242,61038497.691947654,52801.46859165022
3/00/05/01/3080,Rubavu,SectorD,Residential,R1,832,1.5541722133625713,211.92749570546277,1.755846884468799,0.3015761195871462,35555273.429072365,42734.703640711974
3/07/05/01/0777,Nyarugenge,SectorB,Agricultural,R2,764,2.869479264250492,119.0754527463013,12.317136370805208,0.9755927195249425,40372940.99640843,52844.163607864444
3/08/05/01/3748,Kicukiro,SectorC,Commercial,C1,1258,7.542610155001664,224.1565628503078,7.485621865816935,0.8236969087483115,118266212.95394386,94011.29805559925
3/03/05/01/4143,Nyarugenge,SectorD,Residential,C1,320,5.3698268143392,212.30499100321978,7.41825285145776,0.4586336806511977,25378981.83482264,79309.31823382076
3/06/05/01/4636,Musanze,SectorA,Residential,C1,625,5.691395754888731,273.5301090000204,2.0371172257356407,0.7765713901194777,27195287.873997383,43512.46059839581
3/00/05/01/0560,Musanze,SectorC,Commercial,C1,660,9.007942295970299,242.60253714349597,11.402413946852386,0.32311992375501897,34909571.83505659,52893.29065917665
3/02/05/01/3012,Nyarugenge,SectorD,Commercial,R2,984,3.7712969626853026,30.76765660202162,10.765918008819039,0.9156962152544537,115097122.67372406,116968.6206033781
3/06/05/01/1276,Musanze,SectorC,Mixed-use,R2,713,14.027409747436261,240.9051320278124,6.492023418394763,0.5944613678300592,33675928.87081118,47231.31678935649
3/02/05/01/0092,Nyarugenge,SectorA,Commercial,C2,861,4.154659167975395,112.78026180384701,7.317147012131069,0.880654014268917,101218491.69290559,117559.22380128408
3/08/05/01/4208,Huye,SectorD,Mixed-use,R3,532,2.4343538465357883,182.26697086935536,9.99884473744539,0.33765105359468706,22656553.729615953,42587.5070105563
3/01/05/01/2461,Nyarugenge,SectorD,Residential,R1,1228,14.1970460507153,165.29411673697552,2.259873479833774,0.9029047409384059,104916312.14917102,85436.73627782657
3/03/05/01/3263,Rubavu,SectorC,Mixed-use,C1,1274,2.7261505291974695,142.85715155574505,14.228230760413139,0.5348524785098869,65448912.43468119,51372.772711680685
3/00/05/01/1470,Kicukiro,SectorD,Commercial,C2,1373,5.172583776856803,15.344159960522019,0.5588082092129415,0.2210778657551341,116836459.35569157,85095.74607115191
3/08/05/01/1598,Rubavu,SectorC,Agricultural,C2,1484,7.841886357482427,267.5392930154881,12.680058337596208,0.4375560767628576,38576221.85600431,25994.75866307568
3/05/05/01/2645,Musanze,SectorA,Agricultural,C2,1363,6.648028662955774,290.0619981747483,10.955594898663204,0.44038320294916977,32999330.594295498,24210.80747930704
3/09/05/01/3029,Kicukiro,SectorC,Commercial,R3,1313,2.055379565012573,19.46971703961689,12.563993512586555,0.5917246862973586,119942796.35170348,91350.18762505977
3/05/05/01/4705,Rubavu,SectorD,Residential,R1,727,10.780960534002553,62.587381750094366,12.296560365399769,0.7998245948128231,33665261.43670108,46307.09963782817
3/01/05/01/3031,Gasabo,SectorA,Mixed-use,C1,650,5.973032597841835,18.70613578046334,0.23610916675076976,0.5816049010861832,51365967.48646317,79024.56536378949
3/00/05/01/1620,Huye,SectorA,Residential,R3,420,13.176759952194962,132.4473158919538,12.12547035265225,0.4107228895646756,15597997.159647238,37138.08847535057
3/06/05/01/4426,Gasabo,SectorC,Agricultural,R2,662,8.430368308466191,197.50838067155172,0.7925585668947732,0.43436253687279475,26579202.68471979,40149.85299806615
3/05/05/01/3905,Rubavu,SectorC,Agricultural,C2,1312,11.833211176043035,290.1120894158394,13.329615473229074,0.8356273620528998,36002417.65826328,27440.86711757872
3/03/05/01/0853,Gasabo,SectorB,Residential,C1,636,1.296097526891828,128.58522850526407,11.637975978041803,0.47098636461954513,42995213.22948304,67602.5365243444
3/05/05/01/3925,Nyarugenge,SectorA,Commercial,A1,379,13.781045220969876,181.34261056051133,12.694200159930249,0.3854977848201377,39674232.402909614,104681.3519865689
3/07/05/01/4737,Kicukiro,SectorD,Agricultural,C1,513,2.436014142075054,299.93786468471563,2.466339172669172,0.7397075551641517,21288022.66228376,41497.12019938355
3/02/05/01/4122,Musanze,SectorD,Mixed-use,R1,289,10.162128019521132,210.0874426049705,5.131687011462487,0.456175794933135,13358593.745993458,46223.50777160366
3/09/05/01/1309,Nyarugenge,SectorC,Agricultural,R1,256,10.11676796933485,257.6041127737949,1.685744623930641,0.4781902684474525,12244890.402036501,47831.60313295508
3/02/05/01/3832,Nyarugenge,SectorA,Mixed-use,R3,1140,9.901059087187981,181.15262247791532,14.9615775733099,0.6899408831126032,107965052.5752392,94706.18646950807
3/05/05/01/3035,Rubavu,SectorD,Commercial,R1,1279,4.0673275178016155,295.2721996638003,12.708974758574458,0.2209910310258633,72056407.61925545,56338.082579558606
3/03/05/01/1233,Musanze,SectorD,Agricultural,R2,1433,2.7716343567492814,145.60303461160942,11.45422948442485,0.4066114863097308,34883672.34731971,24343.107011388493
3/02/05/01/4342,Rubavu,SectorC,Residential,R3,1121,13.58378285067131,83.71039552846501,3.013306378201655,0.22747975653278374,45702821.01496248,40769.688684177054
3/02/05/01/3152,Nyarugenge,SectorD,Commercial,A1,316,13.176833194169308,225.53554524541264,6.366564060013403,0.7684233381199697,35825370.533424474,113371.42573868505
3/08/05/01/4828,Huye,SectorA,Commercial,C1,941,10.74478860972741,193.90101728556542,5.3479818842877584,0.501381931831983,47784068.3315061,50780.093869825825
3/04/05/01/2814,Huye,SectorA,Agricultural,C2,1490,6.879801178383302,50.13375707006147,7.041401274884376,0.7527342575528262,35858481.927999355,24066.09525369084
3/03/05/01/4323,Nyarugenge,SectorD,Commercial,R3,688,10.261886644367523,150.29584319746883,5.799433014740761,0.4401858795023566,73563273.98236305,106923.36334645792
3/01/05/01/4001,Rubavu,SectorA,Agricultural,R1,811,1.8077051008440699,155.11745840510147,8.439307518211654,0.7562421685452783,22980193.01246391,28335.626402544895
3/08/05/01/0868,Gasabo,SectorB,Agricultural,C1,867,9.55296942476869,5.374082690069622,13.41010796875209,0.6173694410935346,35774675.6214682,41262.60163952503
3/05/05/01/2495,Nyarugenge,SectorB,Mixed-use,R2,374,3.4608151406644505,191.18538438130057,1.8486950426926763,0.5930486140101583,35479089.99703989,94863.87699743286
3/06/05/01/3256,Huye,SectorD,Commercial,C1,1066,9.008472726247586,128.9850398450984,0.8698862785493228,0.9577822411687917,59520061.57607855,55834.954574182506
3/06/05/01/0816,Musanze,SectorB,Agricultural,R3,1385,9.922230191532336,25.855499414388024,5.423102816444349,0.627839573024954,34910379.579989225,25206.05023825937
3/02/05/01/2202,Musanze,SectorA,Residential,R2,731,6.063671358203541,222.77395604021436,6.0261780813746775,0.2567263378654734,28710148.044075176,39275.16832294826
3/07/05/01/4067,Gasabo,SectorC,Mixed-use,A1,1387,11.229802361673876,267.4113347744879,2.6371733134523607,0.4746857525582468,106110973.51206149,76503.94629564635
3/07/05/01/4847,Rubavu,SectorD,Mixed-use,C2,502,6.825913774860563,267.2112980286995,5.271874314680806,0.707076286293534,26606481.541070845,53000.959245161044
3/07/05/01/4537,Gasabo,SectorA,Commercial,R3,507,13.668182640356639,56.39583276693722,11.45626319764164,0.7778256048035852,47784101.97553,94248.72184522683
3/00/05/01/4790,Gasabo,SectorC,Mixed-use,R2,481,8.680226603694384,246.07295384633198,12.222121898839749,0.269383452548634,35011063.19606965,72788.07317270197
3/05/05/01/2125,Rubavu,SectorA,Residential,R1,1276,5.668398287443062,135.24801547070518,7.937851481198504,0.5594926973001205,56763578.19209112,44485.5628464664
3/05/05/01/0925,Huye,SectorA,Commercial,R1,589,8.425939084581398,200.52179115938077,8.85256160474616,0.5381620556217382,30283873.856166568,51415.745086870236
3/06/05/01/1286,Kicukiro,SectorC,Mixed-use,C2,714,7.010518719858734,125.32605342085589,1.709179041668153,0.7409134308811658,56840605.88377001,79608.6917139636
3/00/05/01/3370,Kicukiro,SectorB,Commercial,C2,1337,6.25337969646348,118.82893993577254,2.924392440502657,0.6097784459580311,121130634.79831,90598.8293181077
3/08/05/01/2228,Huye,SectorA,Residential,R2,1081,2.7421713506532197,161.40155708130135,5.7220359599074895,0.3103383918109627,39769964.5887925,36789.97649287003
3/01/05/01/4621,Kicukiro,SectorB,Agricultural,C2,498,8.486422399500952,107.68369683539603,0.2840565164000852,0.8385333863033309,20975460.74482809,42119.39908600018
3/02/05/01/3052,Musanze,SectorD,Commercial,A1,200,11.846009692156676,124.27177391602959,7.416483012434824,0.48538506248984437,10910380.365733627,54551.90182866814
3/02/05/01/2062,Nyarugenge,SectorB,Agricultural,R3,653,6.721207550937706,20.514484016000168,8.257387041988768,0.4458349145938345,31030965.38083818,47520.620797608244
3/07/05/01/1417,Rubavu,SectorB,Mixed-use,R1,1241,11.45811899435743,275.1986851006154,14.371841932194195,0.20842083704776115,58436045.48145398,47087.869042267506
3/05/05/01/2035,Kicukiro,SectorD,Residential,R3,827,1.175674788644725,219.5935425375671,4.638116047939899,0.4997634959737517,55098421.94950023,66624.4521759374
3/02/05/01/2642,Huye,SectorB,Agricultural,R2,598,4.4301212667041066,233.01596866101937,0.995643796266128,0.35044571497242477,13408534.061160611,22422.297761138147
3/05/05/01/2275,Musanze,SectorC,Commercial,C1,1225,14.503213349981923,184.45742526836236,5.0068028211890105,0.8613198203712473,71392798.23665828,58279.83529523124
3/09/05/01/3869,Gasabo,SectorB,Mixed-use,R1,949,12.300268392894198,240.93608373261142,2.547546570181312,0.38943359828516455,70949117.08981457,74761.9779660849
3/09/05/01/3429,Huye,SectorA,Residential,C1,715,9.219780441607613,123.2165827443386,12.943809368523516,0.23989507384531272,25742969.056414075,36004.152526453254
3/09/05/01/4909,Kicukiro,SectorA,Agricultural,C1,868,11.934369744315376,58.0959626316678,6.9738183359278825,0.7365750428115121,35610744.9540351,41026.20386409574
3/09/05/01/2419,Musanze,SectorD,Agricultural,R2,377,13.581895614047102,57.28060307540855,4.385211363227272,0.6410700341592609,9453282.333984265,25075.019453539164
3/02/05/01/4272,Nyarugenge,SectorA,Commercial,R2,1162,3.090946352472203,153.1480895750014,10.930630569024737,0.8008097382040882,134908406.61894155,116100.17781320271
3/07/05/01/1627,Nyarugenge,SectorB,Residential,R3,589,12.977156455411107,250.1566604966028,11.984473538006185,0.4897826911509282,45804542.574938044,77766.6257639016
3/06/05/01/3616,Huye,SectorD,Commercial,C1,1276,7.96619985189617,160.36340676807174,10.44114938651458,0.6074194334099468,66628358.989409074,52216.58228010115
3/03/05/01/1703,Kicukiro,SectorB,Residential,C2,1354,10.078966365660857,13.33808680974342,0.22365396232211843,0.30352240047885437,86294270.59833114,63732.84386878223
3/02/05/01/0882,Nyarugenge,SectorC,Residential,A1,237,8.918449388472606,153.654342487277,0.20270463459273858,0.49029265359608276,18949464.481455006,79955.5463352532
3/04/05/01/0794,Kicukiro,SectorC,Commercial,C1,861,11.465288914451067,256.00156341001815,4.292025636874715,0.7123578191946023,78290292.00548454,90929.49129556857
3/09/05/01/4329,Nyarugenge,SectorA,Agricultural,A1,755,4.0866405567631725,205.50006208213142,4.743230822135344,0.47418741589390134,36400910.203323275,48213.12609711692
3/01/05/01/2371,Rubavu,SectorB,Agricultural,C2,599,3.7571764254284803,188.03805209820487,11.920193526468234,0.9116725130934917,17079212.897142913,28512.876289053278
3/00/05/01/3340,Musanze,SectorD,Mixed-use,R2,1266,1.650071175474671,91.80387038609604,8.803196876951384,0.44769831434092505,59161544.748397976,46731.07800031436
3/06/05/01/4566,Gasabo,SectorB,Agricultural,A1,703,14.402402123711106,278.81240978408766,10.236070660131698,0.27920931974524,27029391.055056985,38448.63592468988
3/01/05/01/0111,Musanze,SectorD,Agricultural,C2,1087,1.3223164670269252,197.1533272415326,11.56870002779607,0.49954829577633764,26865129.585949793,24714.930621848936
3/03/05/01/0473,Musanze,SectorB,Residential,C1,403,3.108513445055836,69.0831115036382,6.959851971966375,0.4112034799675727,16444900.980046164,40806.20590582175
3/07/05/01/3667,Nyarugenge,SectorC,Commercial,C1,406,7.600388772331168,102.07307906454218,3.977076055620643,0.9405209655466076,47942897.19388251,118085.95367951356
3/05/05/01/2385,Rubavu,SectorB,Mixed-use,A1,1483,11.465396478069922,261.72860727855004,5.807804646207882,0.7256007093052386,77651265.12465796,52360.93400179229
3/02/05/01/4902,Musanze,SectorD,Commercial,R2,250,5.875717153602791,132.14493779996673,6.284428867924841,0.5522135059711977,13992334.786455302,55969.339145821206
3/06/05/01/2926,Huye,SectorA,Mixed-use,R1,1306,13.204347230770306,155.73819010953912,9.896166424041906,0.6506904380487871,57401244.58392488,43951.948379728085
3/02/05/01/3802,Gasabo,SectorD,Agricultural,R1,701,3.224704747730281,103.51712512161153,11.509328539471394,0.38630840906398023,27828263.12827895,39697.950254320895
3/03/05/01/2773,Gasabo,SectorA,Agricultural,A1,214,3.829154478362855,208.27692857420595,2.8032106807583284,0.6457980896626055,8974074.746344214,41934.928721234646
3/09/05/01/1979,Rubavu,SectorB,Residential,R3,1284,3.4557580831757546,46.62384994653296,1.8884696481258763,0.5622293093562739,57979468.57403266,45155.34935672325
3/03/05/01/0373,Huye,SectorA,Commercial,R1,975,10.122956646681871,222.88625014903755,4.73441015645025,0.7158660832178512,52358764.412652306,53701.29683348954
3/06/05/01/2326,Musanze,SectorA,Mixed-use,R1,995,10.129595700732475,20.571088402128893,2.704073040275641,0.701558284193404,48813743.2751169,49059.03846745417
3/01/05/01/1321,Kicukiro,SectorD,Mixed-use,R3,1280,10.263144806541513,299.8514233735229,3.9460457075031172,0.6608647032115951,98618745.39402871,77045.89483908493
3/09/05/01/0299,Musanze,SectorB,Commercial,A1,1221,11.240950864765074,60.28652350878676,12.87265579735746,0.8552508110893249,71586523.02897285,58629.42099014975
3/09/05/01/4499,Musanze,SectorC,Mixed-use,C1,986,5.8911723050263625,200.73684912403388,1.961130091537005,0.38875742151420545,45526334.75015581,46172.753296304065
3/05/05/01/4695,Rubavu,SectorC,Commercial,A1,849,10.896874037109182,29.25751156941252,0.002482447517169195,0.29618418095019794,48833166.1844629,57518.452514090575
3/08/05/01/3928,Rubavu,SectorA,Mixed-use,C2,1268,3.037408087117714,240.6576155526824,6.445534378718398,0.9893942501809683,70547922.60435773,55637.162937190646
3/07/05/01/1907,Musanze,SectorB,Commercial,R3,682,4.408356167604721,20.394572630077036,14.0883620425681,0.3493591879017382,36816928.076544516,53983.765508129785
3/02/05/01/2182,Rubavu,SectorA,Commercial,C2,1226,3.7422105911079235,54.25729273340343,8.633656885476304,0.5706631212370185,74912642.12347,61103.29700119902
3/07/05/01/3337,Kicukiro,SectorC,Commercial,A1,471,9.358580255685576,221.87717079740048,5.091922330244295,0.6724251996825448,43225109.19398135,91773.05561354851
3/07/05/01/2967,Kicukiro,SectorD,Mixed-use,C2,1494,9.175207515912698,118.11341465098647,2.1475413207694825,0.5933289004305788,114997311.81371275,76972.76560489474
3/03/05/01/4853,Nyarugenge,SectorD,Agricultural,A1,240,11.338964708125275,145.34615965046646,5.037771036920367,0.42622457350207965,11332262.358784465,47217.7598282686
3/02/05/01/1392,Musanze,SectorA,Agricultural,C1,468,5.050933743111447,79.78279975120307,4.963306315406914,0.41583684631389134,11347528.444962839,24246.855651629998
3/09/05/01/4409,Nyarugenge,SectorB,Residential,R3,919,1.1545051089163332,198.12518042560788,10.291324198484732,0.9691399012784649,81484051.22291163,88665.99697814105
3/02/05/01/2172,Huye,SectorC,Residential,C2,256,2.0230171315458123,178.8578300691179,13.290762602851139,0.4917912235518309,9787449.196564734,38232.22342408099
3/04/05/01/1974,Gasabo,SectorD,Agricultural,R3,421,11.214488019174095,78.811096617623,10.862548621121638,0.6600203650093115,17483567.121565785,41528.66299659332
3/02/05/01/2892,Nyarugenge,SectorB,Residential,C1,555,12.176902424184899,280.3447615622047,1.1991406527503845,0.5033707317657928,43928574.82418685,79150.58526880512
3/08/05/01/2458,Huye,SectorD,Agricultural,C2,1463,8.869093925919081,298.0776389033436,6.835700477352425,0.771154168965902,34878476.105127625,23840.38011286919
3/01/05/01/1741,Nyarugenge,SectorB,Agricultural,R1,248,10.667539813617918,166.2190157434293,10.514544818671807,0.9485507020381008,12778541.748593561,51526.378018522424
3/00/05/01/4630,Kicukiro,SectorD,Residential,R3,357,13.072213850874041,129.62409823531584,2.9386825767703515,0.7992351324898732,24534669.927040085,68724.56562196102
3/00/05/01/1510,Huye,SectorD,Agricultural,C2,625,7.9137031691269275,97.07524227506534,7.226337445934722,0.4540365261242705,14175873.675602458,22681.397880963934
3/05/05/01/1725,Nyarugenge,SectorD,Commercial,R3,1197,13.745755254093625,85.82722713941406,7.576750777060116,0.9669525231294043,138503282.98690808,115708.67417452639
3/08/05/01/4728,Nyarugenge,SectorD,Mixed-use,C1,1176,13.113214342046245,270.6334024550643,7.715282417293747,0.219961507574174,100322248.93880692,85308.03481191065
3/03/05/01/4343,Musanze,SectorB,Commercial,R2,1483,10.727040907234903,251.87164477071227,8.751454829632447,0.3490560081543622,78677734.94650893,53053.09166993185
3/03/05/01/2653,Kicukiro,SectorA,Mixed-use,A1,1018,5.310086074469149,270.5920816217369,8.618001008321881,0.7941627505221454,81309889.5043234,79872.19008283241
3/08/05/01/3118,Kicukiro,SectorB,Residential,A1,251,7.776767235219402,193.0414005307045,9.237650338034895,0.48649297320341606,16280534.728942333,64862.688163116865
3/02/05/01/4282,Nyarugenge,SectorA,Mixed-use,C2,932,14.478901627592329,11.04500109783224,2.992839613518438,0.5587041919226224,86454486.36171469,92762.32442244065
3/02/05/01/4202,Nyarugenge,SectorB,Residential,R3,783,4.017773736820382,190.57311438433996,0.9272856451712874,0.2652208734976436,60370464.453559466,77101.48716929689
3/03/05/01/3573,Huye,SectorD,Mixed-use,A1,515,2.0360640597930346,161.1629663118395,9.71020287683555,0.4204659713262069,22504237.179768793,43697.54792188115
3/09/05/01/4529,Nyarugenge,SectorB,Commercial,R3,1338,9.947435069838797,151.54174221893484,1.0513417740833937,0.6351613741118839,147870128.98748392,110515.79147046631
3/04/05/01/2434,Musanze,SectorB,Residential,R3,587,10.543778581159684,84.25699646520914,12.227748484391292,0.48733812044744024,23824928.335861173,40587.61215649263
3/05/05/01/4685,Gasabo,SectorD,Agricultural,C2,630,12.344023047954746,227.12981688912055,3.6924369004810047,0.4065559733248352,24798460.28493089,39362.635372906174
3/09/05/01/2539,Musanze,SectorD,Residential,R3,286,3.23244136901474,154.2918000476795,1.2782113035265636,0.23721479707605495,11184400.770856053,39106.29640159459
3/07/05/01/2917,Kicukiro,SectorC,Agricultural,A1,898,10.905257194858509,245.0284669085725,1.887282749074689,0.595654099630514,35648303.215954244,39697.442334024774
3/06/05/01/1916,Kicukiro,SectorC,Agricultural,R2,1121,4.988720722584712,269.3245792736786,12.923464263749347,0.33123195766113045,42655739.33260666,38051.50698716027
3/08/05/01/3768,Huye,SectorD,Mixed-use,C2,1312,9.665916074046143,10.219482535347378,9.521167780848666,0.7323092990280256,59878537.541700855,45639.12922385736
